ALGMN,Diploma,SSC
1464,88.29,81.80
1465,88.29,81.64
1466,88.29,80.18
1467,88.27,94.73
1468,88.26,92.00
1469,88.25,93.45
1470,88.25,92.73
1471,88.25,92.00
1472,88.25,92.00
1473,88.25,91.82
1474,88.25,90.91
1475,88.25,90.73
1476,88.25,86.55
1477,88.25,86.40
1478,88.25,84.80
1479,88.25,84.18
1480,88.25,84.00
1481,88.25,83.40
1482,88.25,78.60
1483,88.24,95.09
1484,88.24,94.73
1485,88.24,93.23
1486,88.24,93.00
1487,88.24,91.82
1488,88.24,90.91
1489,88.24,90.36
1490,88.24,89.27
1491,88.24,89.20
1492,88.24,85.45
1493,88.24,85.27
1494,88.24,85.20
1495,88.24,84.73
1496,88.24,84.36
1497,88.24,84.00
1498,88.24,83.45
1499,88.24,82.00
1500,88.24,81.64
1501,88.24,81.60
1502,88.24,81.27
1503,88.24,80.55
1504,88.24,79.45
1505,88.24,78.73
1506,88.23,83.45
1507,88.23,66.18
1508,88.21,94.00
1509,88.20,93.40
1510,88.20,89.64
1511,88.20,89.27
1512,88.20,88.18
1513,88.19,94.36
1514,88.19,92.73
1515,88.19,92.36
1516,88.19,91.27
1517,88.19,91.09
1518,88.19,90.91
1519,88.19,90.20
1520,88.19,89.27
1521,88.19,89.09
1522,88.19,88.60
1523,88.19,87.60
1524,88.19,86.55
1525,88.19,83.09
1526,88.19,80.40
1527,88.19,79.27
1528,88.19,77.64
1529,88.18,92.73
1530,88.18,90.55
1531,88.18,90.18
1532,88.18,88.80
1533,88.18,88.73
1534,88.18,87.82
1535,88.18,87.80
1536,88.18,86.91
1537,88.18,86.91
1538,88.18,85.60
1539,88.18,84.36
1540,88.18,84.18
1541,88.18,83.09
1542,88.18,82.20
1543,88.18,81.47
1544,88.18,79.64
1545,88.18,75.82
1546,88.16,90.00
1547,88.15,92.55
1548,88.14,85.40
1549,88.13,93.09
1550,88.13,92.73
1551,88.13,91.82
1552,88.13,89.40
1553,88.13,88.55
1554,88.13,88.36
1555,88.13,88.18
1556,88.13,86.60
1557,88.13,84.73
1558,88.13,81.45
1559,88.13,79.64
1560,88.13,75.09
1561,88.12,94.36
1562,88.12,93.82
1563,88.12,93.64
1564,88.12,93.09
1565,88.12,92.40
1566,88.12,90.18
1567,88.12,90.00
1568,88.12,89.27
1569,88.12,87.45
1570,88.12,86.00
1571,88.12,81.64
1572,88.12,81.60
1573,88.12,81.45
1574,88.12,80.60
1575,88.12,70.60
1576,88.12,69.00
1577,88.11,85.09
1578,88.11,82.00
1579,88.10,86.60
1580,88.09,88.60
1581,88.09,86.55
1582,88.08,92.73
1583,88.07,94.18
1584,88.06,96.73
1585,88.06,94.91
1586,88.06,94.55
1587,88.06,93.20
1588,88.06,93.09
1589,88.06,92.91
1590,88.06,92.73
1591,88.06,92.36
1592,88.06,91.45
1593,88.06,90.73
1594,88.06,90.36
1595,88.06,90.00
1596,88.06,90.00
1597,88.06,89.64
1598,88.06,89.27
1599,88.06,89.09
1600,88.06,89.09
1601,88.06,89.00
1602,88.06,88.73
1603,88.06,88.73
1604,88.06,88.36
1605,88.06,88.00
1606,88.06,87.82
1607,88.06,87.20
1608,88.06,86.73
1609,88.06,86.55
1610,88.06,86.40
1611,88.06,86.20
1612,88.06,85.40
1613,88.06,85.27
1614,88.06,84.20
1615,88.06,81.09
1616,88.06,80.73
1617,88.06,77.64
1618,88.06,75.64
1619,88.06,52.46
1620,88.00,95.45
1621,88.00,93.82
1622,88.00,93.09
1623,88.00,92.91
1624,88.00,92.73
1625,88.00,91.82
1626,88.00,91.09
1627,88.00,91.00
1628,88.00,90.60
1629,88.00,90.55
1630,88.00,90.40
1631,88.00,90.18
1632,88.00,89.40
1633,88.00,89.27
1634,88.00,89.27
1635,88.00,89.27
1636,88.00,88.91
1637,88.00,88.73
1638,88.00,88.36
1639,88.00,88.00
1640,88.00,87.82
1641,88.00,86.40
1642,88.00,86.00
1643,88.00,85.80
1644,88.00,84.55
1645,88.00,83.27
1646,88.00,80.18
1647,88.00,77.27
1648,88.00,75.80
1649,88.00,73.64
1650,88.00,72.91
1651,88.00,67.82
1652,88.00,66.60
1653,87.94,95.80
1654,87.94,95.64
1655,87.94,94.18
1656,87.94,94.00
1657,87.94,92.73
1658,87.94,92.73
1659,87.94,92.36
1660,87.94,92.00
1661,87.94,91.45
1662,87.94,91.20
1663,87.94,90.73
1664,87.94,90.18
1665,87.94,89.45
1666,87.94,89.40
1667,87.94,89.27
1668,87.94,89.20
1669,87.94,88.91
1670,87.94,88.91
1671,87.94,88.55
1672,87.94,88.55
1673,87.94,88.55
1674,87.94,88.18
1675,87.94,87.45
1676,87.94,86.55
1677,87.94,86.55
1678,87.94,86.55
1679,87.94,85.60
1680,87.94,84.91
1681,87.94,84.36
1682,87.94,83.80
1683,87.94,83.60
1684,87.94,82.91
1685,87.94,82.20
1686,87.94,80.91
1687,87.94,70.20
1688,87.93,93.00
1689,87.90,90.55
1690,87.90,85.45
1691,87.88,97.27
1692,87.88,94.73
1693,87.88,94.40
1694,87.88,93.82
1695,87.88,92.55
1696,87.88,91.45
1697,87.88,90.91
1698,87.88,89.27
1699,87.88,87.80
1700,87.88,87.40
1701,87.88,87.27
1702,87.88,87.20
1703,87.88,85.82
1704,87.88,85.64
1705,87.88,85.60
1706,87.88,85.27
1707,87.88,84.60
1708,87.88,81.64
1709,87.88,80.55
1710,87.88,78.55
1711,87.88,77.80
1712,87.88,77.40
1713,87.88,76.80
1714,87.88,76.55
1715,87.88,74.55
1716,87.88,74.20
1717,87.88,72.20
1718,87.87,90.20
1719,87.87,89.00
1720,87.84,85.09
1721,87.84,75.27
1722,87.82,92.91
1723,87.82,91.27
1724,87.82,90.60
1725,87.82,90.36
1726,87.82,88.80
1727,87.82,88.55
1728,87.82,88.00
1729,87.82,88.00
1730,87.82,86.00
1731,87.82,85.82
1732,87.82,85.82
1733,87.82,84.73
1734,87.82,83.09
1735,87.82,82.40
1736,87.82,81.00
1737,87.82,75.20
1738,87.81,93.82
1739,87.81,93.09
1740,87.81,91.60
1741,87.81,90.60
1742,87.81,90.36
1743,87.81,90.18
1744,87.81,85.20
1745,87.81,84.55
1746,87.81,81.60
1747,87.81,77.45
1748,87.80,91.82
1749,87.80,88.00
1750,87.80,84.18
1751,87.76,96.55
1752,87.76,95.82
1753,87.76,93.82
1754,87.76,93.82
1755,87.76,92.60
1756,87.76,91.80
1757,87.76,91.60
1758,87.76,90.80
1759,87.76,89.82
1760,87.76,89.27
1761,87.76,89.09
1762,87.76,88.91
1763,87.76,88.18
1764,87.76,87.82
1765,87.76,87.64
1766,87.76,87.64
1767,87.76,86.80
1768,87.76,86.73
1769,87.76,86.36
1770,87.76,86.20
1771,87.76,85.82
1772,87.76,82.91
1773,87.76,79.45
1774,87.76,78.18
1775,87.76,77.80
1776,87.76,77.45
1777,87.76,76.20
1778,87.76,73.09
1779,87.75,95.45
1780,87.75,94.91
1781,87.75,94.73
1782,87.75,94.73
1783,87.75,93.45
1784,87.75,91.45
1785,87.75,90.00
1786,87.75,90.00
1787,87.75,89.45
1788,87.75,89.09
1789,87.75,88.55
1790,87.75,88.00
1791,87.75,88.00
1792,87.75,87.64
1793,87.75,87.00
1794,87.75,86.80
1795,87.75,83.09
1796,87.75,81.64
1797,87.75,79.80
1798,87.74,87.20
1799,87.71,95.64
1800,87.71,94.18
1801,87.71,90.18
1802,87.71,88.91
1803,87.71,86.71
1804,87.71,86.60
1805,87.71,85.45
1806,87.71,84.60
1807,87.71,81.40
1808,87.71,80.36
1809,87.71,77.27
1810,87.70,93.64
1811,87.70,93.40
1812,87.70,91.82
1813,87.70,90.18
1814,87.70,87.40
1815,87.70,85.80
1816,87.70,83.09
1817,87.70,82.91
1818,87.69,96.18
1819,87.69,95.45
1820,87.69,94.00
1821,87.69,93.27
1822,87.69,91.82
1823,87.69,91.64
1824,87.69,90.36
1825,87.69,88.36
1826,87.69,88.20
1827,87.69,87.80
1828,87.69,86.73
1829,87.69,86.73
1830,87.69,85.80
1831,87.69,84.80
1832,87.69,82.73
1833,87.69,81.40
1834,87.68,87.27
1835,87.67,81.60
1836,87.67,79.38
1837,87.65,97.09
1838,87.65,93.09
1839,87.65,92.73
1840,87.65,91.00
1841,87.65,90.73
1842,87.65,90.55
1843,87.65,89.80
1844,87.65,89.64
1845,87.65,88.91
1846,87.65,88.36
1847,87.65,88.20
1848,87.65,85.09
1849,87.65,84.55
1850,87.65,82.73
1851,87.65,82.20
1852,87.65,81.64
1853,87.65,80.60
1854,87.65,79.00
1855,87.64,78.00
1856,87.64,46.40
1857,87.63,95.82
1858,87.63,93.64
1859,87.63,91.82
1860,87.63,91.27
1861,87.63,90.91
1862,87.63,90.36
1863,87.63,88.91
1864,87.63,87.64
1865,87.63,87.20
1866,87.63,82.60
1867,87.63,80.40
1868,87.63,79.27
1869,87.63,60.46
1870,87.60,93.20
1871,87.60,89.64
1872,87.60,89.64
1873,87.60,89.20
1874,87.60,86.91
1875,87.60,69.80
1876,87.59,94.18
1877,87.59,92.55
1878,87.59,92.55
1879,87.59,92.36
1880,87.59,92.00
1881,87.59,91.80
1882,87.59,91.64
1883,87.59,90.55
1884,87.59,90.00
1885,87.59,89.60
1886,87.59,89.27
1887,87.59,86.80
1888,87.59,86.73
1889,87.59,86.40
1890,87.59,86.18
1891,87.59,85.82
1892,87.59,83.27
1893,87.59,82.55
1894,87.59,81.40
1895,87.59,81.09
1896,87.59,79.80
1897,87.59,77.82
1898,87.59,62.00
1899,87.58,89.82
1900,87.58,86.18
1901,87.58,84.80
1902,87.58,82.60
1903,87.58,81.60
1904,87.58,79.82
1905,87.58,71.80
1906,87.57,95.45
1907,87.56,94.18
1908,87.56,93.27
1909,87.56,91.33
1910,87.56,91.09
1911,87.56,90.18
1912,87.56,89.09
1913,87.56,88.60
1914,87.56,83.60
1915,87.56,81.82
1916,87.56,70.40
1917,87.54,90.00
1918,87.53,94.36
1919,87.53,91.09
1920,87.53,91.09
1921,87.53,88.91
1922,87.53,88.73
1923,87.53,86.55
1924,87.53,85.00
1925,87.53,84.73
1926,87.53,84.36
1927,87.53,83.64
1928,87.53,77.64
1929,87.53,77.09
1930,87.53,74.00
1931,87.52,93.09
1932,87.52,92.91
1933,87.52,92.00
1934,87.52,90.73
1935,87.52,89.09
1936,87.52,88.00
1937,87.52,87.27
1938,87.52,86.55
1939,87.52,86.36
1940,87.52,83.45
1941,87.52,83.00
1942,87.52,76.00
1943,87.52,66.20
1944,87.52,65.60
1945,87.51,69.09
1946,87.50,94.73
1947,87.50,90.20
1948,87.50,89.80
1949,87.50,89.40
1950,87.50,88.73
1951,87.50,87.40
1952,87.50,85.64
1953,87.50,74.91
1954,87.50,72.40
1955,87.49,90.60
1956,87.49,85.82
1957,87.47,92.18
1958,87.47,91.80
1959,87.47,91.45
1960,87.47,89.80
1961,87.47,87.09
1962,87.47,85.82
1963,87.47,85.27
1964,87.47,83.27
1965,87.47,82.00
1966,87.47,81.60
1967,87.47,81.27
1968,87.47,80.55
1969,87.47,77.80
1970,87.47,72.55
1971,87.45,93.64
1972,87.45,92.60
1973,87.45,85.20
1974,87.45,83.20
1975,87.45,77.64
1976,87.44,92.36
1977,87.44,92.18
1978,87.44,91.82
1979,87.44,91.60
1980,87.44,89.45
1981,87.44,88.55
1982,87.44,87.45
1983,87.44,85.27
1984,87.44,84.91
1985,87.44,73.64
1986,87.44,73.40
1987,87.44,72.36
1988,87.42,86.91
1989,87.42,77.45
1990,87.41,93.82
1991,87.41,90.73
1992,87.41,90.00
1993,87.41,88.55
1994,87.41,86.60
1995,87.41,86.18
1996,87.41,85.64
1997,87.41,83.80
1998,87.41,83.80
1999,87.41,81.82
2000,87.41,81.64
2001,87.41,81.27
2002,87.41,78.55
2003,87.41,76.73
2004,87.40,88.55
2005,87.40,87.60
2006,87.39,93.82
2007,87.39,92.36
2008,87.39,81.80
2009,87.39,79.82
2010,87.39,79.45
2011,87.39,77.27
2012,87.38,91.82
2013,87.38,89.09
2014,87.38,88.20
2015,87.38,88.00
2016,87.38,88.00
2017,87.38,88.00
2018,87.38,87.27
2019,87.38,84.55
2020,87.38,83.45
2021,87.38,83.27
2022,87.38,80.55
2023,87.38,78.20
2024,87.37,86.00
2025,87.35,93.60
2026,87.35,92.73
2027,87.35,92.36
2028,87.35,91.09
2029,87.35,90.73
2030,87.35,90.73
2031,87.35,90.55
2032,87.35,89.27
2033,87.35,88.18
2034,87.35,87.82
2035,87.35,87.09
2036,87.35,86.91
2037,87.35,86.73
2038,87.35,85.45
2039,87.35,85.20
2040,87.35,81.80
2041,87.35,80.73
2042,87.35,75.60
2043,87.34,87.40
2044,87.33,90.36
2045,87.33,89.27
2046,87.33,88.00
2047,87.33,85.20
2048,87.33,85.00
2049,87.33,84.73
2050,87.33,79.64
2051,87.33,70.73
2052,87.31,96.55
2053,87.31,92.55
2054,87.31,92.00
2055,87.31,90.73
2056,87.31,90.73
2057,87.31,90.20
2058,87.31,89.45
2059,87.31,89.09
2060,87.31,88.91
2061,87.31,88.91
2062,87.31,88.80
2063,87.31,88.40
2064,87.31,88.36
2065,87.31,88.18
2066,87.31,88.00
2067,87.31,88.00
2068,87.31,87.80
2069,87.31,87.27
2070,87.31,86.73
2071,87.31,85.82
2072,87.31,84.73
2073,87.31,81.64
2074,87.30,86.91
2075,87.29,95.64
2076,87.29,92.91
2077,87.29,92.73
2078,87.29,91.45
2079,87.29,90.55
2080,87.29,89.40
2081,87.29,88.55
2082,87.29,86.91
2083,87.29,86.80
2084,87.29,83.20
2085,87.29,82.91
2086,87.29,80.91
2087,87.29,79.82
2088,87.29,76.73
2089,87.29,76.40
2090,87.29,53.85
2091,87.28,79.60
2092,87.27,86.55
2093,87.27,86.55
2094,87.27,86.18
2095,87.27,85.64
2096,87.27,84.91
2097,87.27,84.36
2098,87.27,83.45
2099,87.27,78.60
2100,87.27,75.20
2101,87.27,74.55
2102,87.26,92.73
2103,87.25,94.36
2104,87.25,94.18
2105,87.25,92.36
2106,87.25,91.27
2107,87.25,89.64
2108,87.25,87.80
2109,87.25,87.60
2110,87.25,87.45
2111,87.25,86.36
2112,87.25,85.64
2113,87.25,75.40
2114,87.24,94.18
2115,87.24,92.36
2116,87.24,91.27
2117,87.24,90.00
2118,87.24,89.60
2119,87.24,89.09
2120,87.24,88.55
2121,87.24,88.20
2122,87.24,87.80
2123,87.24,87.45
2124,87.24,87.00
2125,87.24,84.73
2126,87.24,83.60
2127,87.24,81.64
2128,87.24,79.23
2129,87.24,76.20
2130,87.22,92.18
2131,87.21,90.91
2132,87.21,90.36
2133,87.21,88.91
2134,87.21,88.36
2135,87.21,88.18
2136,87.21,86.00
2137,87.21,83.64
2138,87.21,83.45
2139,87.21,82.18
2140,87.21,76.80
2141,87.21,76.73
2142,87.20,88.55
2143,87.19,94.55
2144,87.19,92.73
2145,87.19,92.00
2146,87.19,87.20
2147,87.19,87.00
2148,87.19,86.00
2149,87.19,85.45
2150,87.19,81.00
2151,87.19,69.17
2152,87.19,61.64
2153,87.18,93.45
2154,87.18,91.64
2155,87.18,91.64
2156,87.18,91.27
2157,87.18,90.00
2158,87.18,89.64
2159,87.18,88.80
2160,87.18,88.73
2161,87.18,87.64
2162,87.18,86.91
2163,87.18,86.73
2164,87.18,83.80
2165,87.18,83.40
2166,87.18,82.80
2167,87.18,82.40
2168,87.18,82.00
2169,87.18,79.64
2170,87.18,79.45
2171,87.18,78.00
2172,87.17,78.55
2173,87.16,94.91
2174,87.15,92.20
2175,87.15,90.60
2176,87.15,88.55
2177,87.15,87.09
2178,87.15,86.91
2179,87.15,86.18
2180,87.15,86.00
2181,87.15,84.55
2182,87.15,82.60
2183,87.15,79.00
2184,87.13,97.45
2185,87.13,93.20
2186,87.13,91.64
2187,87.13,90.00
2188,87.13,89.82
2189,87.13,89.82
2190,87.13,89.09
2191,87.13,89.00
2192,87.13,86.55
2193,87.13,85.64
2194,87.13,84.55
2195,87.13,84.00
2196,87.13,84.00
2197,87.13,82.91
2198,87.13,80.73
2199,87.12,91.64
2200,87.12,91.40
2201,87.12,90.73
2202,87.12,90.55
2203,87.12,90.36
2204,87.12,89.80
2205,87.12,89.09
2206,87.12,89.09
2207,87.12,88.55
2208,87.12,88.18
2209,87.12,88.18
2210,87.12,87.60
2211,87.12,87.27
2212,87.12,87.09
2213,87.12,87.09
2214,87.12,86.00
2215,87.12,85.54
2216,87.12,84.00
2217,87.12,84.00
2218,87.12,82.36
2219,87.12,81.82
2220,87.12,81.80
2221,87.12,80.20
2222,87.10,76.73
2223,87.09,93.20
2224,87.09,92.36
2225,87.09,92.20
2226,87.09,88.91
2227,87.09,85.80
2228,87.09,82.91
2229,87.09,82.00
2230,87.09,81.09
2231,87.09,75.54
2232,87.09,71.82
2233,87.08,81.82
2234,87.07,91.64
2235,87.06,95.09
2236,87.06,94.18
2237,87.06,93.60
2238,87.06,92.18
2239,87.06,91.45
2240,87.06,90.91
2241,87.06,90.55
2242,87.06,90.40
2243,87.06,90.36
2244,87.06,90.36
2245,87.06,90.18
2246,87.06,90.00
2247,87.06,89.82
2248,87.06,88.36
2249,87.06,88.36
2250,87.06,88.00
2251,87.06,87.82
2252,87.06,87.64
2253,87.06,87.64
2254,87.06,87.27
2255,87.06,87.09
2256,87.06,86.91
2257,87.06,86.80
2258,87.06,86.73
2259,87.06,86.55
2260,87.06,84.55
2261,87.06,84.40
2262,87.06,84.36
2263,87.06,83.82
2264,87.06,82.55
2265,87.06,81.27
2266,87.06,80.80
2267,87.06,80.55
2268,87.06,79.27
2269,87.06,77.80
2270,87.06,65.82
2271,87.04,77.69
2272,87.03,96.18
2273,87.03,87.40
2274,87.03,86.91
2275,87.03,86.80
2276,87.03,84.36
2277,87.03,83.64
2278,87.03,83.27
2279,87.03,82.00
2280,87.03,80.18
2281,87.03,78.60
2282,87.03,77.64
2283,87.03,77.60
2284,87.03,76.20
2285,87.03,71.60
2286,87.03,63.09
2287,87.00,94.36
2288,87.00,93.64
2289,87.00,93.27
2290,87.00,92.00
2291,87.00,92.00
2292,87.00,91.27
2293,87.00,90.73
2294,87.00,90.55
2295,87.00,89.64
2296,87.00,89.64
2297,87.00,89.27
2298,87.00,89.09
2299,87.00,88.91
2300,87.00,88.80
2301,87.00,88.73
2302,87.00,88.73
2303,87.00,88.36
2304,87.00,88.18
2305,87.00,88.00
2306,87.00,87.64
2307,87.00,87.60
2308,87.00,87.27
2309,87.00,87.20
2310,87.00,87.09
2311,87.00,86.91
2312,87.00,86.00
2313,87.00,85.64
2314,87.00,85.45
2315,87.00,84.36
2316,87.00,83.80
2317,87.00,83.09
2318,87.00,83.00
2319,87.00,82.36
2320,87.00,81.82
2321,87.00,81.60
2322,87.00,80.55
2323,87.00,79.45
2324,87.00,79.17
2325,87.00,77.64
2326,86.97,87.82
2327,86.97,87.64
2328,86.97,86.91
2329,86.97,86.73
2330,86.97,86.55
2331,86.97,84.20
2332,86.97,84.00
2333,86.97,81.80
2334,86.97,81.27
2335,86.97,80.91
2336,86.97,80.40
2337,86.97,80.00
2338,86.97,77.09
2339,86.97,74.73
2340,86.97,70.00
2341,86.96,90.55
2342,86.96,87.64
2343,86.96,85.40
2344,86.96,74.40
2345,86.95,81.45
2346,86.94,94.55
2347,86.94,94.18
2348,86.94,93.82
2349,86.94,93.64
2350,86.94,93.64
2351,86.94,93.40
2352,86.94,93.27
2353,86.94,92.73
2354,86.94,92.73
2355,86.94,92.60
2356,86.94,91.60
2357,86.94,91.27
2358,86.94,91.20
2359,86.94,90.91
2360,86.94,90.55
2361,86.94,87.80
2362,86.94,87.60
2363,86.94,87.27
2364,86.94,87.00
2365,86.94,86.20
2366,86.94,85.80
2367,86.94,84.73
2368,86.94,82.55
2369,86.94,82.20
2370,86.94,81.40
2371,86.94,78.91
2372,86.94,77.00
2373,86.94,73.82
2374,86.94,70.55
2375,86.94,69.80
2376,86.93,90.17
2377,86.93,89.64
2378,86.91,94.18
2379,86.91,93.27
2380,86.91,92.55
2381,86.91,88.18
2382,86.91,87.64
2383,86.91,87.09
2384,86.91,86.73
2385,86.91,86.36
2386,86.91,85.09
2387,86.91,84.91
2388,86.91,83.27
2389,86.91,82.00
2390,86.91,82.00
2391,86.91,80.20
2392,86.91,78.73
2393,86.91,77.60
2394,86.91,69.40
2395,86.91,67.64
2396,86.90,95.09
2397,86.90,79.00
2398,86.89,92.00
2399,86.88,95.45
2400,86.88,94.18
2401,86.88,93.09
2402,86.88,91.64
2403,86.88,90.73
2404,86.88,90.40
2405,86.88,90.20
2406,86.88,89.60
2407,86.88,89.27
2408,86.88,88.40
2409,86.88,88.36
2410,86.88,88.20
2411,86.88,88.00
2412,86.88,87.82
2413,86.88,87.20
2414,86.88,86.80
2415,86.88,86.73
2416,86.88,86.40
2417,86.88,86.40
2418,86.88,86.20
2419,86.88,86.00
2420,86.88,84.73
2421,86.88,83.60
2422,86.88,82.36
2423,86.88,80.18
2424,86.88,79.82
2425,86.88,79.27
2426,86.88,73.20
2427,86.88,70.60
2428,86.87,93.82
2429,86.87,85.27
2430,86.87,83.09
2431,86.87,81.40
2432,86.87,77.09
2433,86.86,93.27
2434,86.85,93.27
2435,86.85,88.91
2436,86.85,88.73
2437,86.85,86.00
2438,86.85,84.00
2439,86.85,82.80
2440,86.85,77.20
2441,86.85,74.55
2442,86.85,73.38
2443,86.85,70.91
2444,86.85,66.73
2445,86.82,96.00
2446,86.82,91.80
2447,86.82,90.55
2448,86.82,90.36
2449,86.82,90.00
2450,86.82,89.45
2451,86.82,88.60
2452,86.82,88.40
2453,86.82,88.00
2454,86.82,87.82
2455,86.82,87.20
2456,86.82,86.18
2457,86.82,85.64
2458,86.82,84.00
2459,86.82,83.09
2460,86.82,80.80
2461,86.82,80.60
2462,86.82,76.18
2463,86.82,75.80
2464,86.81,94.91
2465,86.81,94.20
2466,86.81,93.64
2467,86.81,92.73
2468,86.81,91.64
2469,86.81,89.64
2470,86.81,84.91
2471,86.81,84.55
2472,86.81,80.73
2473,86.81,78.60
2474,86.80,91.60
2475,86.80,89.00
2476,86.79,94.73
2477,86.79,92.00
2478,86.79,88.91
2479,86.79,88.36
2480,86.79,84.80
2481,86.79,84.60
2482,86.79,84.20
2483,86.79,83.40
2484,86.79,80.60
2485,86.79,77.20
2486,86.79,77.00
2487,86.79,68.80
2488,86.79,65.20
2489,86.78,93.64
2490,86.78,89.09
2491,86.78,80.18
2492,86.78,74.00
2493,86.77,89.82
2494,86.76,93.64
2495,86.76,93.45
2496,86.76,93.09
2497,86.76,92.00
2498,86.76,91.82
2499,86.76,91.20
2500,86.76,89.40
2501,86.76,89.09
2502,86.76,87.27
2503,86.76,87.27
2504,86.76,86.20
2505,86.76,84.36
2506,86.76,83.27
2507,86.76,82.40
2508,86.76,81.09
2509,86.76,79.20
2510,86.76,78.55
2511,86.76,78.55
2512,86.76,75.64
2513,86.76,75.09
2514,86.76,54.67
2515,86.75,94.36
2516,86.75,93.45
2517,86.75,92.91
2518,86.75,92.55
2519,86.75,92.36
2520,86.75,90.55
2521,86.75,90.18
2522,86.75,88.91
2523,86.75,88.00
2524,86.75,84.73
2525,86.75,81.27
2526,86.75,79.64
2527,86.75,77.45
2528,86.74,88.00
2529,86.74,86.36
2530,86.74,74.00
2531,86.73,91.45
2532,86.73,90.91
2533,86.73,89.82
2534,86.73,89.64
2535,86.73,89.60
2536,86.73,88.36
2537,86.73,87.09
2538,86.73,86.00
2539,86.73,84.55
2540,86.73,84.18
2541,86.73,82.36
2542,86.73,82.00
2543,86.73,77.82
2544,86.73,75.00
2545,86.73,74.55
2546,86.73,66.40
2547,86.72,87.45
2548,86.71,93.38
2549,86.71,93.27
2550,86.71,91.80
2551,86.71,91.60
2552,86.71,91.09
2553,86.71,90.91
2554,86.71,90.36
2555,86.71,89.45
2556,86.71,87.60
2557,86.71,87.45
2558,86.71,86.00
2559,86.71,85.80
2560,86.71,84.91
2561,86.71,84.55
2562,86.71,84.36
2563,86.71,84.20
2564,86.71,84.18
2565,86.71,83.64
2566,86.71,83.09
2567,86.71,79.27
2568,86.71,79.20
2569,86.71,78.55
2570,86.71,73.67
2571,86.71,72.55
2572,86.70,92.18
2573,86.70,91.27
2574,86.70,85.64
2575,86.69,94.73
2576,86.69,94.55
2577,86.69,92.80
2578,86.69,92.73
2579,86.69,91.64
2580,86.69,87.82
2581,86.69,87.27
2582,86.69,85.82
2583,86.69,85.82
2584,86.69,83.64
2585,86.69,83.45
2586,86.67,96.18
2587,86.67,93.00
2588,86.67,92.91
2589,86.67,89.09
2590,86.67,88.80
2591,86.67,88.36
2592,86.67,87.82
2593,86.67,85.45
2594,86.67,83.64
2595,86.67,82.60
2596,86.67,80.20
2597,86.67,79.82
2598,86.67,79.27
2599,86.67,75.27
2600,86.67,73.27
2601,86.67,69.60
2602,86.65,94.18
2603,86.65,93.64
2604,86.65,93.45
2605,86.65,92.36
2606,86.65,91.40
2607,86.65,91.09
2608,86.65,90.91
2609,86.65,87.60
2610,86.65,86.91
2611,86.65,86.91
2612,86.65,85.64
2613,86.65,82.73
2614,86.65,81.64
2615,86.65,79.64
2616,86.65,78.40
2617,86.65,75.82
2618,86.65,60.73
2619,86.64,92.73
2620,86.63,94.91
2621,86.63,91.45
2622,86.63,90.18
2623,86.63,90.00
2624,86.63,90.00
2625,86.63,88.18
2626,86.63,87.64
2627,86.63,86.00
2628,86.63,85.45
2629,86.63,84.73
2630,86.63,83.64
2631,86.63,83.27
2632,86.63,82.60
2633,86.63,82.40
2634,86.63,75.45
2635,86.63,64.00
2636,86.61,92.20
2637,86.61,90.40
2638,86.61,89.60
2639,86.61,89.27
2640,86.61,88.60
2641,86.61,88.60
2642,86.61,87.82
2643,86.61,87.09
2644,86.61,86.91
2645,86.61,86.60
2646,86.61,85.20
2647,86.61,84.00
2648,86.61,82.36
2649,86.61,81.82
2650,86.61,81.80
2651,86.61,80.80
2652,86.61,79.09
2653,86.61,77.40
2654,86.61,62.60
2655,86.61,61.40
2656,86.61,60.31
2657,86.61,58.00
2658,86.60,93.82
2659,86.60,92.33
2660,86.60,76.73
2661,86.59,92.00
2662,86.59,91.40
2663,86.59,91.27
2664,86.59,91.27
2665,86.59,88.00
2666,86.59,87.82
